Registro_ID,Provincia_ID,Año,Trimestre,Provincias,Accesos telefonía fija cada 100 hab,Accesos telefonía fija cada 100 hogares,TiempoTrim_ID
1,24,2025,1,Tucumán,7.2,30.8,20251
2,23,2025,1,Tierra del Fuego,8.24,31.34,20251
3,22,2025,1,Santiago del Estero,5.1,21.62,20251
4,21,2025,1,Santa Fe,10.93,36.07,20251
5,20,2025,1,Santa Cruz,5.03,19.06,20251
6,19,2025,1,San Luis,5.18,19.25,20251
7,18,2025,1,San Juan,6.88,28.44,20251
8,17,2025,1,Salta,4.22,18.52,20251
9,16,2025,1,Río Negro,8.71,30.12,20251
10,15,2025,1,Neuquén,8.99,32.14,20251
11,14,2025,1,Misiones,4.14,16.02,20251
12,13,2025,1,Mendoza,8.63,32.47,20251
13,12,2025,1,La Rioja,5.11,20.45,20251
14,11,2025,1,La Pampa,16.35,51.69,20251
15,10,2025,1,Jujuy,2.55,10.5,20251
16,9,2025,1,Formosa,5.58,22.78,20251
17,8,2025,1,Entre Ríos,8.81,30.8,20251
18,6,2025,1,Corrientes,5.9,23.36,20251
19,7,2025,1,Córdoba,11.47,39.36,20251
20,5,2025,1,Chubut,8.16,28.83,20251
21,4,2025,1,Chaco,3.51,13.75,20251
22,3,2025,1,Catamarca,3.88,15.89,20251
23,2,2025,1,CABA,50.68,121.97,20251
24,1,2025,1,Buenos Aires,15.65,50.22,20251
25,24,2024,4,Tucumán,7.25,30.97,20244
26,23,2024,4,Tierra del Fuego,7.11,27.0,20244
27,22,2024,4,Santiago del Estero,5.08,21.5,20244
28,21,2024,4,Santa Fe,10.88,35.9,20244
29,20,2024,4,Santa Cruz,5.08,19.23,20244
30,19,2024,4,San Luis,4.95,18.38,20244
31,18,2024,4,San Juan,6.11,25.24,20244
32,17,2024,4,Salta,4.33,18.95,20244
33,16,2024,4,Río Negro,8.65,29.87,20244
34,15,2024,4,Neuquén,8.91,31.8,20244
35,14,2024,4,Misiones,4.23,16.34,20244
36,13,2024,4,Mendoza,8.81,33.14,20244
37,12,2024,4,La Rioja,4.93,19.71,20244
38,11,2024,4,La Pampa,16.53,52.23,20244
39,10,2024,4,Jujuy,2.62,10.78,20244
40,9,2024,4,Formosa,5.5,22.43,20244
41,8,2024,4,Entre Ríos,8.98,31.38,20244
42,6,2024,4,Corrientes,5.91,23.36,20244
43,7,2024,4,Córdoba,11.3,38.76,20244
44,5,2024,4,Chubut,7.59,26.78,20244
45,4,2024,4,Chaco,3.47,13.59,20244
46,3,2024,4,Catamarca,3.88,15.88,20244
47,2,2024,4,CABA,49.73,120.06,20244
48,1,2024,4,Buenos Aires,15.73,50.1,20244
49,24,2024,3,Tucumán,8.9,38.04,20243
50,23,2024,3,Tierra del Fuego,8.78,33.36,20243
51,22,2024,3,Santiago del Estero,5.98,25.29,20243
52,21,2024,3,Santa Fe,15.84,52.28,20243
53,20,2024,3,Santa Cruz,5.38,20.35,20243
54,19,2024,3,San Luis,5.43,20.14,20243
55,18,2024,3,San Juan,7.34,30.34,20243
56,17,2024,3,Salta,6.23,27.29,20243
57,16,2024,3,Río Negro,8.81,30.43,20243
58,15,2024,3,Neuquén,8.7,31.06,20243
59,14,2024,3,Misiones,6.13,23.72,20243
60,13,2024,3,Mendoza,8.31,31.26,20243
61,12,2024,3,La Rioja,5.66,22.66,20243
62,11,2024,3,La Pampa,17.17,54.24,20243
63,10,2024,3,Jujuy,5.17,21.31,20243
64,9,2024,3,Formosa,4.72,19.25,20243
65,8,2024,3,Entre Ríos,11.39,39.8,20243
66,6,2024,3,Corrientes,6.61,26.12,20243
67,7,2024,3,Córdoba,13.59,46.6,20243
68,5,2024,3,Chubut,8.68,30.65,20243
69,4,2024,3,Chaco,5.89,23.08,20243
70,3,2024,3,Catamarca,5.99,24.55,20243
71,2,2024,3,CABA,43.19,104.17,20243
72,1,2024,3,Buenos Aires,15.3,48.84,20243
73,24,2024,2,Tucumán,9.1,38.9,20242
74,23,2024,2,Tierra del Fuego,8.83,33.57,20242
75,22,2024,2,Santiago del Estero,6.06,25.68,20242
76,21,2024,2,Santa Fe,16.11,53.17,20242
77,20,2024,2,Santa Cruz,5.41,20.48,20242
78,19,2024,2,San Luis,5.44,20.2,20242
79,18,2024,2,San Juan,7.36,30.42,20242
80,17,2024,2,Salta,6.37,27.91,20242
81,16,2024,2,Río Negro,8.85,30.59,20242
82,15,2024,2,Neuquén,8.73,31.17,20242
83,14,2024,2,Misiones,6.25,24.2,20242
84,13,2024,2,Mendoza,8.33,31.34,20242
85,12,2024,2,La Rioja,5.79,23.18,20242
86,11,2024,2,La Pampa,17.52,55.37,20242
87,10,2024,2,Jujuy,5.29,21.78,20242
88,9,2024,2,Formosa,4.82,19.68,20242
89,8,2024,2,Entre Ríos,11.62,40.62,20242
90,6,2024,2,Corrientes,6.74,26.67,20242
91,7,2024,2,Córdoba,13.82,47.42,20242
92,5,2024,2,Chubut,8.71,30.78,20242
93,4,2024,2,Chaco,6.01,23.55,20242
94,3,2024,2,Catamarca,6.12,25.09,20242
95,2,2024,2,CABA,27.59,66.46,20242
96,1,2024,2,Buenos Aires,11.39,36.44,20242
97,24,2024,1,Tucumán,9.36,40.02,20241
98,23,2024,1,Tierra del Fuego,8.88,33.78,20241
99,22,2024,1,Santiago del Estero,6.18,26.16,20241
100,21,2024,1,Santa Fe,16.46,54.34,20241
101,20,2024,1,Santa Cruz,5.44,20.61,20241
102,19,2024,1,San Luis,5.46,20.27,20241
103,18,2024,1,San Juan,7.38,30.5,20241
104,17,2024,1,Salta,6.55,28.72,20241
105,16,2024,1,Río Negro,8.89,30.76,20241
106,15,2024,1,Neuquén,8.84,31.6,20241
107,14,2024,1,Misiones,6.41,24.83,20241
108,13,2024,1,Mendoza,8.35,31.42,20241
109,12,2024,1,La Rioja,5.96,23.86,20241
110,11,2024,1,La Pampa,17.97,56.8,20241
111,10,2024,1,Jujuy,5.43,22.4,20241
112,9,2024,1,Formosa,4.96,20.27,20241
113,8,2024,1,Entre Ríos,11.92,41.68,20241
114,6,2024,1,Corrientes,6.92,27.38,20241
115,7,2024,1,Córdoba,14.15,48.55,20241
116,5,2024,1,Chubut,8.78,31.02,20241
117,4,2024,1,Chaco,6.16,24.17,20241
118,3,2024,1,Catamarca,6.29,25.79,20241
119,2,2024,1,CABA,46.05,110.83,20241
120,1,2024,1,Buenos Aires,16.1,51.65,20241
121,24,2023,4,Tucumán,8.62,34.81,20234
122,23,2023,4,Tierra del Fuego,8.42,28.4,20234
123,22,2023,4,Santiago del Estero,6.02,24.25,20234
124,21,2023,4,Santa Fe,12.74,40.51,20234
125,20,2023,4,Santa Cruz,6.04,20.29,20234
126,19,2023,4,San Luis,5.46,19.09,20234
127,18,2023,4,San Juan,6.82,26.76,20234
128,17,2023,4,Salta,5.23,21.59,20234
129,16,2023,4,Río Negro,9.25,30.08,20234
130,15,2023,4,Neuquén,10.13,34.03,20234
131,14,2023,4,Misiones,5.38,19.75,20234
132,13,2023,4,Mendoza,9.44,33.83,20234
133,12,2023,4,La Rioja,5.82,21.85,20234
134,11,2023,4,La Pampa,18.78,57.0,20234
135,10,2023,4,Jujuy,3.59,14.03,20234
136,9,2023,4,Formosa,5.89,23.16,20234
137,8,2023,4,Entre Ríos,10.45,34.96,20234
138,6,2023,4,Corrientes,7.1,26.97,20234
139,7,2023,4,Córdoba,12.75,41.64,20234
140,5,2023,4,Chubut,8.69,28.34,20234
141,4,2023,4,Chaco,4.46,16.7,20234
142,3,2023,4,Catamarca,4.88,19.2,20234
143,2,2023,4,CABA,53.68,129.69,20234
144,1,2023,4,Buenos Aires,17.87,53.84,20234
145,24,2023,3,Tucumán,8.88,35.83,20233
146,23,2023,3,Tierra del Fuego,11.4,38.44,20233
147,22,2023,3,Santiago del Estero,6.16,24.83,20233
148,21,2023,3,Santa Fe,13.14,41.78,20233
149,20,2023,3,Santa Cruz,6.34,21.31,20233
150,19,2023,3,San Luis,5.16,18.04,20233
151,18,2023,3,San Juan,8.13,31.93,20233
152,17,2023,3,Salta,5.44,22.45,20233
153,16,2023,3,Río Negro,8.88,28.87,20233
154,15,2023,3,Neuquén,11.23,37.71,20233
155,14,2023,3,Misiones,5.58,20.48,20233
156,13,2023,3,Mendoza,8.53,30.58,20233
157,12,2023,3,La Rioja,5.93,22.26,20233
158,11,2023,3,La Pampa,18.78,56.99,20233
159,10,2023,3,Jujuy,3.74,14.61,20233
160,9,2023,3,Formosa,5.65,22.21,20233
161,8,2023,3,Entre Ríos,10.73,35.87,20233
162,6,2023,3,Corrientes,7.32,27.79,20233
163,7,2023,3,Córdoba,12.44,40.63,20233
164,5,2023,3,Chubut,9.72,31.71,20233
165,4,2023,3,Chaco,4.69,17.56,20233
166,3,2023,3,Catamarca,5.07,19.92,20233
167,2,2023,3,CABA,54.62,131.8,20233
168,1,2023,3,Buenos Aires,18.17,54.85,20233
169,24,2023,2,Tucumán,8.96,36.19,20232
170,23,2023,2,Tierra del Fuego,11.47,38.68,20232
171,22,2023,2,Santiago del Estero,6.28,25.3,20232
172,21,2023,2,Santa Fe,13.58,43.18,20232
173,20,2023,2,Santa Cruz,6.38,21.44,20232
174,19,2023,2,San Luis,5.18,18.09,20232
175,18,2023,2,San Juan,8.15,32.01,20232
176,17,2023,2,Salta,5.44,22.47,20232
177,16,2023,2,Río Negro,8.72,28.35,20232
178,15,2023,2,Neuquén,11.21,37.67,20232
179,14,2023,2,Misiones,5.77,21.19,20232
180,13,2023,2,Mendoza,8.47,30.36,20232
181,12,2023,2,La Rioja,5.96,22.38,20232
182,11,2023,2,La Pampa,18.82,57.11,20232
183,10,2023,2,Jujuy,3.94,15.4,20232
184,9,2023,2,Formosa,5.54,21.77,20232
185,8,2023,2,Entre Ríos,10.82,36.18,20232
186,6,2023,2,Corrientes,7.47,28.37,20232
187,7,2023,2,Córdoba,12.53,40.93,20232
188,5,2023,2,Chubut,9.76,31.84,20232
189,4,2023,2,Chaco,4.83,18.07,20232
190,3,2023,2,Catamarca,5.08,19.98,20232
191,2,2023,2,CABA,36.06,86.91,20232
192,1,2023,2,Buenos Aires,13.35,40.4,20232
193,24,2023,1,Tucumán,10.23,41.29,20231
194,23,2023,1,Tierra del Fuego,9.77,32.95,20231
195,22,2023,1,Santiago del Estero,6.61,26.64,20231
196,21,2023,1,Santa Fe,16.98,54.0,20231
197,20,2023,1,Santa Cruz,6.15,20.66,20231
198,19,2023,1,San Luis,5.73,20.01,20231
199,18,2023,1,San Juan,7.69,30.18,20231
200,17,2023,1,Salta,7.17,29.61,20231
201,16,2023,1,Río Negro,9.07,29.48,20231
202,15,2023,1,Neuquén,9.45,31.76,20231
203,14,2023,1,Misiones,6.8,24.96,20231
204,13,2023,1,Mendoza,8.68,31.1,20231
205,12,2023,1,La Rioja,6.54,24.58,20231
206,11,2023,1,La Pampa,19.0,57.66,20231
207,10,2023,1,Jujuy,5.92,23.14,20231
208,9,2023,1,Formosa,5.45,21.41,20231
209,8,2023,1,Entre Ríos,12.86,43.01,20231
210,6,2023,1,Corrientes,7.45,28.29,20231
211,7,2023,1,Córdoba,15.27,49.87,20231
212,5,2023,1,Chubut,9.33,30.43,20231
213,4,2023,1,Chaco,6.66,24.9,20231
214,3,2023,1,Catamarca,6.79,26.7,20231
215,2,2023,1,CABA,47.2,113.63,20231
216,1,2023,1,Buenos Aires,16.8,50.96,20231
217,24,2022,4,Tucumán,9.56,38.6,20224
218,23,2022,4,Tierra del Fuego,8.47,28.56,20224
219,22,2022,4,Santiago del Estero,6.61,26.62,20224
220,21,2022,4,Santa Fe,13.83,43.97,20224
221,20,2022,4,Santa Cruz,6.22,20.91,20224
222,19,2022,4,San Luis,5.42,18.95,20224
223,18,2022,4,San Juan,6.73,26.42,20224
224,17,2022,4,Salta,6.03,24.91,20224
225,16,2022,4,Río Negro,8.96,29.14,20224
226,15,2022,4,Neuquén,10.29,34.57,20224
227,14,2022,4,Misiones,6.03,22.12,20224
228,13,2022,4,Mendoza,8.15,29.21,20224
229,12,2022,4,La Rioja,6.47,24.29,20224
230,11,2022,4,La Pampa,18.45,55.99,20224
231,10,2022,4,Jujuy,4.6,18.01,20224
232,9,2022,4,Formosa,5.79,22.77,20224
233,8,2022,4,Entre Ríos,11.51,38.5,20224
234,6,2022,4,Corrientes,7.91,30.06,20224
235,7,2022,4,Córdoba,13.11,42.82,20224
236,5,2022,4,Chubut,8.7,28.4,20224
237,4,2022,4,Chaco,5.35,20.01,20224
238,3,2022,4,Catamarca,6.02,23.65,20224
239,2,2022,4,CABA,50.8,122.73,20224
240,1,2022,4,Buenos Aires,17.76,53.5,20224
241,24,2022,3,Tucumán,9.64,38.94,20223
242,23,2022,3,Tierra del Fuego,10.98,37.04,20223
243,22,2022,3,Santiago del Estero,6.39,25.75,20223
244,21,2022,3,Santa Fe,14.06,44.7,20223
245,20,2022,3,Santa Cruz,6.21,20.87,20223
246,19,2022,3,San Luis,4.98,17.41,20223
247,18,2022,3,San Juan,7.74,30.39,20223
248,17,2022,3,Salta,6.15,25.39,20223
249,16,2022,3,Río Negro,8.69,28.26,20223
250,15,2022,3,Neuquén,10.98,36.89,20223
251,14,2022,3,Misiones,6.06,22.26,20223
252,13,2022,3,Mendoza,6.94,24.89,20223
253,12,2022,3,La Rioja,6.45,24.24,20223
254,11,2022,3,La Pampa,18.45,55.99,20223
255,10,2022,3,Jujuy,4.66,18.23,20223
256,9,2022,3,Formosa,5.82,22.86,20223
257,8,2022,3,Entre Ríos,11.33,37.88,20223
258,6,2022,3,Corrientes,8.02,30.44,20223
259,7,2022,3,Córdoba,12.93,42.22,20223
260,5,2022,3,Chubut,9.46,30.85,20223
261,4,2022,3,Chaco,5.43,20.33,20223
262,3,2022,3,Catamarca,6.16,24.23,20223
263,2,2022,3,CABA,50.97,123.0,20223
264,1,2022,3,Buenos Aires,17.74,53.56,20223
265,24,2022,2,Tucumán,9.97,40.25,20222
266,23,2022,2,Tierra del Fuego,11.05,37.26,20222
267,22,2022,2,Santiago del Estero,6.43,25.9,20222
268,21,2022,2,Santa Fe,14.45,45.96,20222
269,20,2022,2,Santa Cruz,6.34,21.31,20222
270,19,2022,2,San Luis,5.0,17.46,20222
271,18,2022,2,San Juan,7.76,30.47,20222
272,17,2022,2,Salta,6.32,26.08,20222
273,16,2022,2,Río Negro,8.78,28.55,20222
274,15,2022,2,Neuquén,10.68,35.88,20222
275,14,2022,2,Misiones,6.08,22.31,20222
276,13,2022,2,Mendoza,6.93,24.83,20222
277,12,2022,2,La Rioja,6.69,25.15,20222
278,11,2022,2,La Pampa,19.02,57.74,20222
279,10,2022,2,Jujuy,4.87,19.03,20222
280,9,2022,2,Formosa,5.8,22.8,20222
281,8,2022,2,Entre Ríos,11.68,39.05,20222
282,6,2022,2,Corrientes,8.11,30.78,20222
283,7,2022,2,Córdoba,12.93,42.23,20222
284,5,2022,2,Chubut,9.5,30.99,20222
285,4,2022,2,Chaco,5.66,21.17,20222
286,3,2022,2,Catamarca,6.53,25.69,20222
287,2,2022,2,CABA,32.84,79.15,20222
288,1,2022,2,Buenos Aires,12.98,39.29,20222
289,24,2022,1,Tucumán,10.96,44.23,20221
290,23,2022,1,Tierra del Fuego,10.44,35.23,20221
291,22,2022,1,Santiago del Estero,6.92,27.9,20221
292,21,2022,1,Santa Fe,17.82,56.67,20221
293,20,2022,1,Santa Cruz,6.55,22.02,20221
294,19,2022,1,San Luis,5.94,20.76,20221
295,18,2022,1,San Juan,8.06,31.65,20221
296,17,2022,1,Salta,7.69,31.74,20221
297,16,2022,1,Río Negro,9.59,31.17,20221
298,15,2022,1,Neuquén,9.96,33.45,20221
299,14,2022,1,Misiones,7.27,26.68,20221
300,13,2022,1,Mendoza,8.25,29.56,20221
301,12,2022,1,La Rioja,7.02,26.35,20221
302,11,2022,1,La Pampa,19.2,58.27,20221
303,10,2022,1,Jujuy,6.34,24.79,20221
304,9,2022,1,Formosa,5.6,22.02,20221
305,8,2022,1,Entre Ríos,13.72,45.9,20221
306,6,2022,1,Corrientes,7.96,30.22,20221
307,7,2022,1,Córdoba,15.44,50.43,20221
308,5,2022,1,Chubut,9.93,32.39,20221
309,4,2022,1,Chaco,7.07,26.43,20221
310,3,2022,1,Catamarca,7.28,28.62,20221
311,2,2022,1,CABA,46.59,112.15,20221
312,1,2022,1,Buenos Aires,17.51,53.12,20221
313,24,2021,4,Tucumán,9.73,39.28,20214
314,23,2021,4,Tierra del Fuego,10.81,36.46,20214
315,22,2021,4,Santiago del Estero,6.78,27.34,20214
316,21,2021,4,Santa Fe,18.49,58.79,20214
317,20,2021,4,Santa Cruz,7.51,25.23,20214
318,19,2021,4,San Luis,6.46,22.58,20214
319,18,2021,4,San Juan,8.49,33.34,20214
320,17,2021,4,Salta,8.4,34.69,20214
321,16,2021,4,Río Negro,11.48,37.33,20214
322,15,2021,4,Neuquén,10.88,36.55,20214
323,14,2021,4,Misiones,7.78,28.58,20214
324,13,2021,4,Mendoza,10.23,36.67,20214
325,12,2021,4,La Rioja,6.76,25.41,20214
326,11,2021,4,La Pampa,19.95,60.55,20214
327,10,2021,4,Jujuy,5.72,22.35,20214
328,9,2021,4,Formosa,6.0,23.56,20214
329,8,2021,4,Entre Ríos,14.92,49.89,20214
330,6,2021,4,Corrientes,8.71,33.08,20214
331,7,2021,4,Córdoba,15.46,50.49,20214
332,5,2021,4,Chubut,10.94,35.71,20214
333,4,2021,4,Chaco,7.51,28.1,20214
334,3,2021,4,Catamarca,7.11,27.94,20214
335,2,2021,4,CABA,46.77,112.99,20214
336,1,2021,4,Buenos Aires,18.81,56.67,20214
337,24,2021,3,Tucumán,7.84,31.64,20213
338,23,2021,3,Tierra del Fuego,12.39,41.79,20213
339,22,2021,3,Santiago del Estero,5.85,23.59,20213
340,21,2021,3,Santa Fe,15.25,48.48,20213
341,20,2021,3,Santa Cruz,7.34,24.68,20213
342,19,2021,3,San Luis,6.76,23.62,20213
343,18,2021,3,San Juan,9.56,37.54,20213
344,17,2021,3,Salta,6.57,27.14,20213
345,16,2021,3,Río Negro,11.18,36.33,20213
346,15,2021,3,Neuquén,11.15,37.46,20213
347,14,2021,3,Misiones,6.24,22.92,20213
348,13,2021,3,Mendoza,9.83,35.23,20213
349,12,2021,3,La Rioja,5.48,20.59,20213
350,11,2021,3,La Pampa,19.98,60.65,20213
351,10,2021,3,Jujuy,4.55,17.8,20213
352,9,2021,3,Formosa,5.03,19.76,20213
353,8,2021,3,Entre Ríos,11.82,39.52,20213
354,6,2021,3,Corrientes,6.95,26.41,20213
355,7,2021,3,Córdoba,12.85,41.97,20213
356,5,2021,3,Chubut,11.77,38.41,20213
357,4,2021,3,Chaco,6.11,22.88,20213
358,3,2021,3,Catamarca,5.93,23.32,20213
359,2,2021,3,CABA,44.45,107.27,20213
360,1,2021,3,Buenos Aires,18.01,54.38,20213
361,24,2021,2,Tucumán,8.27,33.37,20212
362,23,2021,2,Tierra del Fuego,12.46,42.04,20212
