"Año","Trimestre","Provincias","Accesos cada 100 Hogares","Accesos cada 100 Habitantes"
"2019","3","Entre Ríos","57,90","17,31"
"2019","3","Formosa","30,11","7,66"
"2019","3","Jujuy","44,32","11,33"
"2019","3","La Pampa","77,45","25,52"
"2019","3","La Rioja","47,94","12,76"
"2019","3","Mendoza","40,74","11,37"
"2019","3","Misiones","39,33","10,71"
"2019","3","Neuquén","64,14","19,09"
"2019","3","Río Negro","63,42","19,51"
"2019","3","Salta","44,48","10,77"
"2019","3","San Juan","37,06","9,44"
"2019","3","San Luis","85,23","24,39"
"2019","3","Santa Cruz","35,63","10,60"
"2019","3","Santa Fe","68,87","21,66"
"2019","3","Santiago Del Estero","55,30","13,73"
"2019","3","Tierra Del Fuego","96,46","28,60"
"2019","3","Tucumán","39,49","9,78"
"2019","2","Buenos Aires","67,85","22,22"
"2019","2","CABA","110,55","46,09"
"2019","2","Catamarca","32,13","8,17"
"2019","2","Chaco","34,14","9,13"
"2019","2","Chubut","46,99","14,40"
"2019","2","Córdoba","68,07","20,84"
"2019","2","Corrientes","38,16","10,05"
"2019","2","Entre Ríos","57,48","17,19"
"2019","2","Formosa","30,42","7,74"
"2019","2","Jujuy","44,51","11,38"
"2019","2","La Pampa","77,08","25,40"
"2019","2","La Rioja","48,70","12,97"
"2019","2","Mendoza","40,75","11,37"
"2019","2","Misiones","39,15","10,66"
"2019","2","Neuquén","63,08","18,78"
"2019","2","Río Negro","61,09","18,79"
"2019","2","Salta","41,89","10,15"
"2019","2","San Juan","35,60","9,07"
"2019","2","San Luis","81,79","23,41"
"2019","2","Santa Cruz","28,85","8,58"
"2019","2","Santa Fe","67,42","21,20"
"2019","2","Santiago Del Estero","52,79","13,10"
"2019","2","Tierra Del Fuego","94,80","28,11"
"2019","2","Tucumán","40,14","9,94"
"2019","1","Buenos Aires","66,24","21,64"
"2019","1","CABA","109,20","45,58"
"2019","1","Catamarca","32,19","8,19"
"2019","1","Chaco","32,64","8,72"
"2019","1","Chubut","43,00","13,18"
"2019","1","Córdoba","65,52","20,06"
"2019","1","Corrientes","35,13","9,25"
"2019","1","Entre Ríos","56,79","16,98"
"2019","1","Formosa","29,68","7,55"
"2019","1","Jujuy","46,41","11,87"
"2019","1","La Pampa","76,35","25,16"
"2019","1","La Rioja","50,18","13,36"
"2019","1","Mendoza","37,66","10,51"
"2019","1","Misiones","36,26","9,88"
"2019","1","Neuquén","58,88","17,53"
"2019","1","Río Negro","53,57","16,48"
"2019","1","Salta","40,10","9,71"
"2019","1","San Juan","31,83","8,11"
"2019","1","San Luis","67,34","19,27"
"2019","1","Santa Cruz","23,67","7,04"
"2019","1","Santa Fe","66,97","21,06"
"2019","1","Santiago Del Estero","37,52","9,31"
"2019","1","Tierra Del Fuego","93,38","27,68"
"2019","1","Tucumán","41,63","10,31"
"2018","4","Buenos Aires","64,60","21,06"
"2018","4","CABA","108,27","45,25"
"2018","4","Catamarca","32,23","8,20"
"2018","4","Chaco","32,59","8,71"
"2018","4","Chubut","42,61","13,06"
"2018","4","Córdoba","65,09","19,93"
"2018","4","Corrientes","34,57","9,10"
"2018","4","Entre Ríos","54,37","16,26"
"2018","4","Formosa","29,74","7,57"
"2018","4","Jujuy","46,53","11,90"
"2018","4","La Pampa","73,49","24,22"
"2018","4","La Rioja","50,35","13,40"
"2018","4","Mendoza","37,76","10,54"
"2018","4","Misiones","34,45","9,38"
"2018","4","Neuquén","59,07","17,58"
"2018","4","Río Negro","51,86","15,95"
"2018","4","Salta","39,80","9,64"
"2018","4","San Juan","31,90","8,13"
"2018","4","San Luis","67,55","19,33"
"2018","4","Santa Cruz","23,69","7,05"
"2018","4","Santa Fe","65,59","20,62"
"2018","4","Santiago Del Estero","37,40","9,28"
"2018","4","Tierra Del Fuego","93,59","27,75"
"2018","4","Tucumán","41,76","10,34"
"2018","3","Buenos Aires","64,44","20,96"
"2018","3","CABA","108,45","45,38"
"2018","3","Catamarca","32,92","8,37"
"2018","3","Chaco","32,28","8,63"
"2018","3","Chubut","56,39","17,29"
"2018","3","Córdoba","64,24","19,67"
"2018","3","Corrientes","34,25","9,02"
"2018","3","Entre Ríos","50,22","15,02"
"2018","3","Formosa","29,58","7,53"
"2018","3","Jujuy","23,26","5,95"
"2018","3","La Pampa","71,75","23,64"
"2018","3","La Rioja","50,73","13,51"
"2018","3","Mendoza","37,99","10,60"
"2018","3","Misiones","32,10","8,74"
"2018","3","Neuquén","60,49","18,01"
"2018","3","Río Negro","50,54","15,55"
"2018","3","Salta","39,43","9,55"
"2018","3","San Juan","33,05","8,42"
"2018","3","San Luis","52,35","14,98"
"2018","3","Santa Cruz","32,73","9,74"
"2018","3","Santa Fe","63,41","19,94"
"2018","3","Santiago Del Estero","36,25","9,00"
"2018","3","Tierra Del Fuego","92,77","27,51"
"2018","3","Tucumán","41,68","10,33"
"2018","2","Buenos Aires","62,78","20,37"
"2018","2","CABA","106,53","44,63"
"2018","2","Catamarca","32,86","8,36"
"2018","2","Chaco","31,25","8,35"
"2018","2","Chubut","54,90","16,83"
"2018","2","Córdoba","63,27","19,37"
"2018","2","Corrientes","33,81","8,90"
"2018","2","Entre Ríos","49,20","14,71"
"2018","2","Formosa","29,43","7,49"
"2018","2","Jujuy","23,43","5,99"
"2018","2","La Pampa","71,04","23,41"
"2018","2","La Rioja","50,98","13,57"
"2018","2","Mendoza","36,97","10,32"
"2018","2","Misiones","31,63","8,62"
"2018","2","Neuquén","60,24","17,93"
"2018","2","Río Negro","50,15","15,43"
"2018","2","Salta","39,94","9,67"
"2018","2","San Juan","32,95","8,39"
"2018","2","San Luis","15,15","4,34"
"2018","2","Santa Cruz","33,33","9,92"
"2018","2","Santa Fe","62,57","19,68"
"2018","2","Santiago Del Estero","35,26","8,75"
"2018","2","Tierra Del Fuego","91,61","27,16"
"2018","2","Tucumán","41,51","10,28"
"2018","1","Buenos Aires","62,63","20,28"
"2018","1","CABA","106,24","44,56"
"2018","1","Catamarca","32,79","8,34"
"2018","1","Chaco","30,83","8,24"
"2018","1","Chubut","53,72","16,47"
"2018","1","Córdoba","63,52","19,45"
"2018","1","Corrientes","32,66","8,60"
"2018","1","Entre Ríos","48,68","14,56"
"2018","1","Formosa","21,40","5,45"
"2018","1","Jujuy","23,12","5,91"
"2018","1","La Pampa","71,75","23,64"
"2018","1","La Rioja","51,44","13,69"
"2018","1","Mendoza","37,07","10,35"
"2018","1","Misiones","30,96","8,43"
"2018","1","Neuquén","61,52","18,31"
"2018","1","Río Negro","49,82","15,32"
"2018","1","Salta","39,78","9,63"
"2018","1","San Juan","32,61","8,31"
"2018","1","San Luis","15,15","4,34"
"2018","1","Santa Cruz","33,55","9,98"
"2018","1","Santa Fe","62,28","19,58"
"2018","1","Santiago Del Estero","34,99","8,68"
"2018","1","Tierra Del Fuego","65,20","19,33"
"2018","1","Tucumán","41,18","10,20"
"2017","4","Buenos Aires","57,61","18,61"
"2017","4","CABA","122,90","51,62"
"2017","4","Catamarca","28,62","7,28"
"2017","4","Chaco","30,81","8,23"
"2017","4","Chubut","51,46","15,78"
"2017","4","Córdoba","63,33","19,39"
"2017","4","Corrientes","32,52","8,56"
"2017","4","Entre Ríos","47,89","14,32"
"2017","4","Formosa","21,27","5,41"
"2017","4","Jujuy","22,74","5,82"
"2017","4","La Pampa","71,05","23,41"
"2017","4","La Rioja","51,57","13,73"
"2017","4","Mendoza","33,33","9,30"
"2017","4","Misiones","31,14","8,48"
"2017","4","Neuquén","61,24","18,23"
"2017","4","Río Negro","49,38","15,19"
"2017","4","Salta","39,80","9,64"
"2017","4","San Juan","30,30","7,72"
"2017","4","San Luis","10,59","3,03"
"2017","4","Santa Cruz","28,91","8,60"
"2017","4","Santa Fe","61,71","19,41"
"2017","4","Santiago Del Estero","29,13","7,23"
"2017","4","Tierra Del Fuego","59,89","17,76"
"2017","4","Tucumán","39,90","9,88"
"2017","3","Buenos Aires","55,63","17,94"
"2017","3","CABA","121,86","51,24"
"2017","3","Catamarca","32,49","8,27"
"2017","3","Chaco","29,98","8,01"
"2017","3","Chubut","46,22","14,17"
"2017","3","Córdoba","62,31","19,08"
"2017","3","Corrientes","32,17","8,47"
"2017","3","Entre Ríos","45,96","13,74"
"2017","3","Formosa","21,35","5,43"
"2017","3","Jujuy","22,65","5,79"
"2017","3","La Pampa","69,14","22,78"
"2017","3","La Rioja","51,47","13,70"
"2017","3","Mendoza","35,70","9,96"
"2017","3","Misiones","30,21","8,23"
"2017","3","Neuquén","60,83","18,11"
"2017","3","Río Negro","48,52","14,92"
"2017","3","Salta","39,84","9,65"
"2017","3","San Juan","32,37","8,25"
"2017","3","San Luis","15,48","4,43"
"2017","3","Santa Cruz","33,29","9,91"
"2017","3","Santa Fe","60,91","19,15"
"2017","3","Santiago Del Estero","35,12","8,72"
"2017","3","Tierra Del Fuego","65,74","19,49"
"2017","3","Tucumán","39,70","9,83"
"2017","2","Buenos Aires","56,27","18,10"
"2017","2","CABA","124,06","52,24"
"2017","2","Catamarca","25,98","6,61"
"2017","2","Chaco","29,05","7,76"
"2017","2","Chubut","35,55","10,90"
"2017","2","Córdoba","58,97","18,06"
"2017","2","Corrientes","31,39","8,27"
"2017","2","Entre Ríos","45,39","13,57"
"2017","2","Formosa","19,97","5,08"
"2017","2","Jujuy","22,40","5,73"
"2017","2","La Pampa","63,49","20,92"
"2017","2","La Rioja","16,20","4,31"
"2017","2","Mendoza","31,76","8,86"
"2017","2","Misiones","30,09","8,20"
"2017","2","Neuquén","61,91","18,43"
"2017","2","Río Negro","46,02","14,16"
"2017","2","Salta","32,74","7,93"
"2017","2","San Juan","26,96","6,87"
"2017","2","San Luis","9,51","2,72"
"2017","2","Santa Cruz","26,25","7,81"
"2017","2","Santa Fe","52,27","16,44"
"2017","2","Santiago Del Estero","14,12","3,50"
"2017","2","Tierra Del Fuego","68,46","20,30"
"2017","2","Tucumán","38,19","9,46"
"2017","1","Buenos Aires","58,57","18,80"
"2017","1","CABA","108,37","45,69"
"2017","1","Catamarca","25,66","6,53"
"2017","1","Chaco","28,62","7,65"
"2017","1","Chubut","35,66","10,93"
"2017","1","Córdoba","57,65","17,65"
"2017","1","Corrientes","30,94","8,15"
"2017","1","Entre Ríos","44,91","13,43"
"2017","1","Formosa","19,84","5,05"
"2017","1","Jujuy","22,76","5,82"
"2017","1","La Pampa","62,67","20,65"
"2017","1","La Rioja","16,20","4,31"
"2017","1","Mendoza","31,84","8,89"
"2017","1","Misiones","29,52","8,04"
"2017","1","Neuquén","61,02","18,17"
"2017","1","Río Negro","46,03","14,16"
"2017","1","Salta","32,58","7,89"
"2017","1","San Juan","27,04","6,89"
"2017","1","San Luis","9,55","2,73"
"2017","1","Santa Cruz","26,52","7,89"
"2017","1","Santa Fe","51,97","16,34"
"2017","1","Santiago Del Estero","14,70","3,65"
"2017","1","Tierra Del Fuego","68,92","20,44"
"2017","1","Tucumán","37,90","9,39"
"2016","4","Buenos Aires","61,24","18,58"
"2016","4","CABA","120,63","45,78"
"2016","4","Catamarca","26,54","6,72"
"2016","4","Chaco","28,79","7,65"
"2016","4","Chubut","36,07","10,96"
"2016","4","Córdoba","57,70","17,57"
"2016","4","Corrientes","30,98","8,12"
"2016","4","Entre Ríos","45,21","13,45"
"2016","4","Formosa","19,85","5,03"
"2016","4","Jujuy","22,65","5,76"
"2016","4","La Pampa","63,02","20,67"
"2016","4","La Rioja","16,46","4,35"
"2016","4","Mendoza","32,11","8,91"
"2016","4","Misiones","29,72","8,05"
"2016","4","Neuquén","60,87","17,99"
"2016","4","Río Negro","46,39","14,17"
"2016","4","Salta","32,69","7,87"
"2016","4","San Juan","27,29","6,91"
"2016","4","San Luis","9,64","2,74"
"2016","4","Santa Cruz","27,05","7,94"
"2016","4","Santa Fe","52,19","16,35"
"2016","4","Santiago Del Estero","15,07","3,72"
"2016","4","Tierra Del Fuego","70,31","20,57"
"2016","4","Tucumán","37,98","9,35"
"2016","3","Buenos Aires","60,14","18,30"
"2016","3","CABA","120,77","45,85"
"2016","3","Catamarca","26,48","6,72"
"2016","3","Chaco","28,91","7,71"
"2016","3","Chubut","36,18","11,04"
"2016","3","Córdoba","58,24","17,79"
"2016","3","Corrientes","31,07","8,16"
"2016","3","Entre Ríos","45,44","13,55"
"2016","3","Formosa","18,64","4,73"
"2016","3","Jujuy","22,61","5,76"
"2016","3","La Pampa","61,73","20,29"
"2016","3","La Rioja","17,07","4,53"
"2016","3","Mendoza","32,09","8,93"
"2016","3","Misiones","29,91","8,12"
"2016","3","Neuquén","60,21","17,86"
"2016","3","Río Negro","46,39","14,22"
"2016","3","Salta","32,96","7,96"
"2016","3","San Juan","27,32","6,94"
"2016","3","San Luis","9,63","2,75"
"2016","3","Santa Cruz","26,84","7,93"
"2016","3","Santa Fe","52,67","16,53"
"2016","3","Santiago Del Estero","15,33","3,79"
"2016","3","Tierra Del Fuego","68,94","20,31"
"2016","3","Tucumán","37,90","9,36"
"2016","2","Buenos Aires","59,34","18,10"
"2016","2","CABA","120,04","45,59"
"2016","2","Catamarca","26,07","6,63"
"2016","2","Chaco","28,59","7,64"
"2016","2","Chubut","36,12","11,07"
"2016","2","Córdoba","57,55","17,62"
"2016","2","Corrientes","30,58","8,05"
"2016","2","Entre Ríos","44,74","13,38"
"2016","2","Formosa","19,37","4,93"
"2016","2","Jujuy","21,89","5,60"
"2016","2","La Pampa","60,44","19,91"
"2016","2","La Rioja","16,88","4,49"
"2016","2","Mendoza","32,13","8,97"
"2016","2","Misiones","29,24","7,96"
"2016","2","Neuquén","59,10","17,59"
"2016","2","Río Negro","46,24","14,22"
"2016","2","Salta","32,08","7,77"
"2016","2","San Juan","27,34","6,96"
"2016","2","San Luis","9,60","2,75"
"2016","2","Santa Cruz","26,73","7,96"
"2016","2","Santa Fe","52,44","16,49"
"2016","2","Santiago Del Estero","15,89","3,94"
"2016","2","Tierra Del Fuego","67,72","20,08"
"2016","2","Tucumán","37,24","9,22"
"2016","1","Buenos Aires","57,34","17,54"
"2016","1","CABA","115,16","43,76"
"2016","1","Catamarca","25,91","6,61"
"2016","1","Chaco","28,08","7,52"
"2016","1","Chubut","36,09","11,12"
"2016","1","Córdoba","55,28","16,97"
"2016","1","Corrientes","30,08","7,94"
"2016","1","Entre Ríos","43,85","13,14"
"2016","1","Formosa","19,04","4,86"
"2016","1","Jujuy","21,41","5,49"
"2016","1","La Pampa","57,84","19,10"
"2016","1","La Rioja","16,83","4,50"
"2016","1","Mendoza","32,12","8,99"
"2016","1","Misiones","28,37","7,75"
"2016","1","Neuquén","55,75","16,66"
"2016","1","Río Negro","45,84","14,15"
"2016","1","Salta","31,32","7,61"
"2016","1","San Juan","27,33","6,98"
"2016","1","San Luis","9,59","2,75"
"2016","1","Santa Cruz","26,87","8,05"
"2016","1","Santa Fe","51,28","16,16"
"2016","1","Santiago Del Estero","16,21","4,03"
"2016","1","Tierra Del Fuego","65,83","19,65"
"2016","1","Tucumán","36,72","9,13"
"2015","4","Buenos Aires","58,29","17,68"
"2015","4","CABA","118,13","44,83"
"2015","4","Catamarca","26,24","6,64"
"2015","4","Chaco","28,35","7,54"
"2015","4","Chubut","36,89","11,21"
"2015","4","Córdoba","57,36","17,47"
"2015","4","Corrientes","30,34","7,95"
"2015","4","Entre Ríos","44,11","13,12"
"2015","4","Formosa","19,07","4,83"
"2015","4","Jujuy","21,47","5,46"
"2015","4","La Pampa","58,76","19,27"
"2015","4","La Rioja","17,32","4,58"
"2015","4","Mendoza","32,49","9,02"
"2015","4","Misiones","28,69","7,77"
"2015","4","Neuquén","58,29","17,23"
"2015","4","Río Negro","46,44","14,19"
"2015","4","Salta","31,59","7,60"
"2015","4","San Juan","27,66","7,01"
"2015","4","San Luis","9,71","2,76"
"2015","4","Santa Cruz","27,74","8,14"
"2015","4","Santa Fe","52,61","16,47"
"2015","4","Santiago Del Estero","17,00","4,20"
"2015","4","Tierra Del Fuego","66,46","19,44"
"2015","4","Tucumán","37,06","9,12"
"2015","3","Buenos Aires","57,69","17,55"
"2015","3","CABA","118,29","44,91"
"2015","3","Catamarca","25,86","6,56"
"2015","3","Chaco","27,96","7,45"
"2015","3","Chubut","36,81","11,23"
"2015","3","Córdoba","57,08","17,43"
"2015","3","Corrientes","30,17","7,93"
"2015","3","Entre Ríos","43,68","13,03"
"2015","3","Formosa","18,84","4,78"
"2015","3","Jujuy","21,27","5,42"
"2015","3","La Pampa","57,96","19,06"
"2015","3","La Rioja","17,15","4,55"
"2015","3","Mendoza","32,49","9,04"
"2015","3","Misiones","28,31","7,69"
"2015","3","Neuquén","54,60","16,20"
"2015","3","Río Negro","46,39","14,22"
"2015","3","Salta","31,18","7,53"
"2015","3","San Juan","27,67","7,03"
"2015","3","San Luis","9,71","2,77"
"2015","3","Santa Cruz","27,61","8,16"
"2015","3","Santa Fe","52,15","16,36"
"2015","3","Santiago Del Estero","17,12","4,24"
"2015","3","Tierra Del Fuego","74,86","22,05"
"2015","3","Tucumán","36,61","9,04"
"2015","2","Buenos Aires","56,80","17,33"
"2015","2","CABA","116,07","44,08"
"2015","2","Catamarca","25,45","6,48"
"2015","2","Chaco","27,46","7,34"
"2015","2","Chubut","36,58","11,22"
"2015","2","Córdoba","55,87","17,11"
"2015","2","Corrientes","29,58","7,79"
"2015","2","Entre Ríos","42,93","12,84"
"2015","2","Formosa","18,36","4,67"
"2015","2","Jujuy","20,29","5,19"
"2015","2","La Pampa","56,71","18,69"
"2015","2","La Rioja","16,88","4,49"
"2015","2","Mendoza","32,49","9,07"
"2015","2","Misiones","27,35","7,45"
"2015","2","Neuquén","53,12","15,81"
"2015","2","Río Negro","45,98","14,14"
"2015","2","Salta","30,46","7,38"
"2015","2","San Juan","27,64","7,04"
"2015","2","San Luis","9,71","2,78"
"2015","2","Santa Cruz","27,07","8,06"
"2015","2","Santa Fe","51,18","16,09"
"2015","2","Santiago Del Estero","17,11","4,25"
"2015","2","Tierra Del Fuego","74,51","22,10"
"2015","2","Tucumán","35,69","8,84"
"2015","1","Buenos Aires","56,37","17,24"
"2015","1","CABA","114,90","43,66"
"2015","1","Catamarca","25,11","6,40"
"2015","1","Chaco","26,65","7,14"
"2015","1","Chubut","37,61","11,59"
"2015","1","Córdoba","54,70","16,79"
"2015","1","Corrientes","28,95","7,64"
"2015","1","Entre Ríos","42,07","12,61"
"2015","1","Formosa","18,12","4,62"
"2015","1","Jujuy","19,69","5,05"
"2015","1","La Pampa","55,51","18,33"
"2015","1","La Rioja","16,70","4,46"
"2015","1","Mendoza","32,37","9,06"
"2015","1","Misiones","26,31","7,19"
"2015","1","Neuquén","51,95","15,53"
"2015","1","Río Negro","45,33","13,99"
"2015","1","Salta","30,01","7,29"
"2015","1","San Juan","27,55","7,04"
"2015","1","San Luis","9,72","2,79"
"2015","1","Santa Cruz","27,99","8,39"
"2015","1","Santa Fe","50,24","15,83"
"2015","1","Santiago Del Estero","17,06","4,24"
"2015","1","Tierra Del Fuego","74,23","22,17"
"2015","1","Tucumán","35,08","8,72"
"2014","4","Buenos Aires","56,09","17,01"
"2014","4","CABA","114,90","43,60"
"2014","4","Catamarca","25,51","6,46"
"2014","4","Chaco","21,87","5,81"
"2014","4","Chubut","40,25","12,22"
"2014","4","Córdoba","54,70","16,66"
"2014","4","Corrientes","23,56","6,17"
"2014","4","Entre Ríos","36,03","10,72"
"2014","4","Formosa","17,96","4,55"
"2014","4","Jujuy","19,60","4,98"
"2014","4","La Pampa","51,27","16,82"
"2014","4","La Rioja","17,01","4,50"
"2014","4","Mendoza","32,64","9,06"
"2014","4","Misiones","24,16","6,54"
"2014","4","Neuquén","52,55","15,53"
"2014","4","Río Negro","45,48","13,89"
"2014","4","Salta","29,53","7,10"
"2014","4","San Juan","28,04","7,10"
"2014","4","San Luis","9,79","2,78"
"2014","4","Santa Cruz","27,80","8,16"
"2014","4","Santa Fe","50,00","15,66"
"2014","4","Santiago Del Estero","17,27","4,26"
"2014","4","Tierra Del Fuego","66,14","19,34"
"2014","4","Tucumán","35,32","8,69"
"2014","3","Buenos Aires","56,75","17,26"
"2014","3","CABA","113,80","43,21"
"2014","3","Catamarca","24,71","6,27"
"2014","3","Chaco","21,11","5,63"
"2014","3","Chubut","40,60","12,39"
"2014","3","Córdoba","54,23","16,56"
"2014","3","Corrientes","22,79","5,99"
"2014","3","Entre Ríos","34,98","10,43"
"2014","3","Formosa","17,77","4,51"
"2014","3","Jujuy","18,37","4,68"
"2014","3","La Pampa","55,78","18,34"
"2014","3","La Rioja","16,51","4,38"
"2014","3","Mendoza","32,31","8,99"
"2014","3","Misiones","23,57","6,40"
"2014","3","Neuquén","56,40","16,73"
"2014","3","Río Negro","46,20","14,16"
"2014","3","Salta","29,22","7,05"
"2014","3","San Juan","27,85","7,08"
"2014","3","San Luis","9,71","2,77"
"2014","3","Santa Cruz","28,23","8,34"
"2014","3","Santa Fe","49,20","15,44"
"2014","3","Santiago Del Estero","16,49","4,08"
"2014","3","Tierra Del Fuego","65,69","19,34"
"2014","3","Tucumán","33,94","8,38"
"2014","2","Buenos Aires","55,06","16,79"
"2014","2","CABA","113,14","42,97"
"2014","2","Catamarca","24,70","6,28"
"2014","2","Chaco","20,96","5,60"
"2014","2","Chubut","41,41","12,70"
"2014","2","Córdoba","53,45","16,37"
"2014","2","Corrientes","22,58","5,95"
"2014","2","Entre Ríos","34,69","10,37"
"2014","2","Formosa","17,54","4,46"
"2014","2","Jujuy","18,71","4,78"
"2014","2","La Pampa","49,71","16,38"
"2014","2","La Rioja","16,50","4,39"
"2014","2","Mendoza","32,10","8,96"
"2014","2","Misiones","23,37","6,37"
"2014","2","Neuquén","50,84","15,14"
"2014","2","Río Negro","45,33","13,95"
"2014","2","Salta","28,91","7,00"
"2014","2","San Juan","27,78","7,08"
"2014","2","San Luis","9,72","2,78"
"2014","2","Santa Cruz","29,38","8,74"
"2014","2","Santa Fe","48,39","15,22"
"2014","2","Santiago Del Estero","16,70","4,14"
"2014","2","Tierra Del Fuego","64,36","19,09"
"2014","2","Tucumán","33,94","8,41"
"2014","1","Buenos Aires","54,57","16,69"
"2014","1","CABA","112,25","42,66"
"2014","1","Catamarca","24,25","6,18"
"2014","1","Chaco","20,72","5,55"
"2014","1","Chubut","41,24","12,70"
"2014","1","Córdoba","52,52","16,13"
"2014","1","Corrientes","22,32","5,89"
"2014","1","Entre Ríos","34,37","10,30"
"2014","1","Formosa","17,42","4,44"
"2014","1","Jujuy","18,42","4,72"
"2014","1","La Pampa","48,43","15,99"
"2014","1","La Rioja","16,29","4,35"
"2014","1","Mendoza","31,91","8,93"
"2014","1","Misiones","23,14","6,32"
"2014","1","Neuquén","49,79","14,88"
"2014","1","Río Negro","44,91","13,87"
"2014","1","Salta","28,70","6,98"
"2014","1","San Juan","27,60","7,05"
"2014","1","San Luis","9,35","2,68"
"2014","1","Santa Cruz","28,94","8,68"
"2014","1","Santa Fe","47,85","15,08"
"2014","1","Santiago Del Estero","16,31","4,06"
"2014","1","Tierra Del Fuego","63,97","19,10"
"2014","1","Tucumán","33,42","8,31"

