ID_Penetracion;ID_Periodo;ID_Provincias;Accesos_telefonía_fija_cada_100_hab;Accesos_telefonía_fija_cada_100_hogares;Hogares;Comercial;Gobierno;Otros;Total
366;2021-T3;Córdoba;12,85;41,97;436222;37079;2365;8351;484017
367;2021-T3;Corrientes;6,95;26,41;70346;5979;381;1347;78053
368;2021-T3;Entre Ríos;11,82;39,52;147826;12565;802;2830;164023
369;2021-T3;Formosa;5,03;19,76;27462;2334;149;526;30471
370;2021-T3;Jujuy;4,55;17,8;31688;2693;172;607;35160
371;2021-T3;La Pampa;19,98;60,65;64644;5495;351;1238;71728
372;2021-T3;La Rioja;5,48;20,59;19479;1656;106;373;21614
373;2021-T3;Mendoza;9,83;35,23;176671;15017;958;3382;196028
374;2021-T3;Misiones;6,24;22,92;71080;6042;385;1361;78868
375;2021-T3;Neuquén;11,15;37,46;66876;5684;363;1280;74203
376;2021-T3;Río Negro;11,18;36,33;75456;6414;409;1445;83724
377;2021-T3;Salta;6,57;27,14;84554;7187;458;1619;93818
378;2021-T3;San Juan;9,56;37,54;67447;5733;366;1291;74837
379;2021-T3;San Luis;6,76;23,62;31031;2638;168;594;34431
380;2021-T3;Santa Cruz;7,34;24,68;24299;2065;132;465;26961
381;2021-T3;Santa Fe;15,25;48,48;486509;41353;2638;9314;539814
382;2021-T3;Santiago del Estero;5,85;23,59;51711;4395;280;990;57376
383;2021-T3;Tierra del Fuego;12,39;41,79;19443;1653;105;372;21573
384;2021-T3;Tucumán;7,84;31,64;119923;10193;650;2296;133062
385;2021-T4;Buenos Aires;18,81;56,67;3012453;234051;14886;51980;3313370
386;2021-T4;CABA;46,77;112,99;1308400;101656;6465;22576;1439097
387;2021-T4;Catamarca;7,11;27,94;26944;2093;133;465;29635
388;2021-T4;Chaco;7,51;28,1;82580;6416;408;1425;90829
389;2021-T4;Chubut;10,94;35,71;62015;4818;306;1070;68209
390;2021-T4;Córdoba;15,46;50,49;530703;41233;2622;9157;583715
391;2021-T4;Corrientes;8,71;33,08;89073;6921;440;1537;97971
392;2021-T4;Entre Ríos;14,92;49,89;188688;14660;932;3256;207536
393;2021-T4;Formosa;6;23,56;33104;2572;164;571;36411
394;2021-T4;Jujuy;5,72;22,35;40239;3126;199;694;44258
395;2021-T4;La Pampa;19,95;60,55;65235;5068;322;1126;71751
396;2021-T4;La Rioja;6,76;25,41;24334;1891;120;420;26765
397;2021-T4;Mendoza;10,23;36,67;185947;14447;919;3209;204522
398;2021-T4;Misiones;7,78;28,58;89666;6966;443;1547;98622
399;2021-T4;Neuquén;10,88;36,55;66022;5129;326;1139;72616
400;2021-T4;Río Negro;11,48;37,33;78450;6095;388;1354;86287
401;2021-T4;Salta;8,4;34,69;109367;8497;540;1887;120291
402;2021-T4;San Juan;8,49;33,34;60580;4707;299;1045;66631
403;2021-T4;San Luis;6,46;22,58;30022;2332;148;518;33020
404;2021-T4;Santa Cruz;7,51;25,23;25220;1960;125;435;27740
405;2021-T4;Santa Fe;18,49;58,79;596238;46324;2946;10288;655796
406;2021-T4;Santiago del Estero;6,78;27,34;60596;4708;299;1046;66649
407;2021-T4;Tierra del Fuego;10,81;36,46;17217;1338;85;297;18937
408;2021-T4;Tucumán;9,73;39,28;150653;11705;744;2600;165702
409;2020-T1;Buenos Aires;18,65;56,57;2925747;261533;14423;59561;3261264
410;2020-T1;CABA;47,36;114,02;1306383;116778;6440;26595;1456196
411;2020-T1;Catamarca;7,18;28,23;26683;2385;132;543;29743
412;2020-T1;Chaco;7;26,19;75394;6740;372;1535;84041
413;2020-T1;Chubut;12,78;41,7;70596;6311;348;1437;78692
414;2020-T1;Córdoba;15,32;50,03;515015;46037;2539;10484;574075
415;2020-T1;Corrientes;7,84;29,78;78631;7029;388;1601;87649
416;2020-T1;Entre Ríos;13,52;45,22;167614;14983;826;3412;186835
417;2020-T1;Formosa;5,73;22,5;31006;2772;153;631;34562
418;2020-T1;Jujuy;6,25;24,43;43049;3848;212;876;47985
419;2020-T1;La Pampa;19,79;60,06;63456;5672;313;1292;70733
420;2020-T1;La Rioja;6,91;25,96;24292;2172;120;495;27079
421;2020-T1;Mendoza;10,62;38,07;189045;16899;932;3849;210725
422;2020-T1;Misiones;7,23;26,54;81487;7284;402;1659;90832
423;2020-T1;Neuquén;11,72;39,37;69515;6214;343;1415;77487
424;2020-T1;Río Negro;11,86;38,55;79180;7078;390;1612;88260
425;2020-T1;Salta;7,58;31,29;96447;8621;475;1963;107506
426;2020-T1;San Juan;10,08;39,59;70426;6295;347;1434;78502
427;2020-T1;San Luis;7,18;25,08;32595;2914;161;664;36334
428;2020-T1;Santa Cruz;8,1;27,21;26340;2354;130;536;29360
429;2020-T1;Santa Fe;17,71;56,31;560308;50086;2762;11407;624563
430;2020-T1;Santiago del Estero;6,9;27,79;60320;5392;297;1228;67237
431;2020-T1;Tierra del Fuego;13,69;46,18;21127;1889;104;430;23550
432;2020-T1;Tucumán;10,81;43,63;163656;14629;807;3332;182424
433;2020-T2;Buenos Aires;14,19;42,94;2906464;254292;14992;56709;3232457
434;2020-T2;CABA;30,89;74,44;1280284;112014;6604;24980;1423882
435;2020-T2;Catamarca;8,2;32,25;30145;2637;155;588;33525
436;2020-T2;Chaco;6,96;26,03;72933;6381;376;1423;81113
437;2020-T2;Chubut;12,41;40,5;65655;5744;339;1281;73019
438;2020-T2;Córdoba;14,83;48,44;481136;42096;2482;9388;535102
439;2020-T2;Corrientes;7,79;29,57;76714;6712;396;1497;85319
440;2020-T2;Entre Ríos;13,24;44,28;160937;14081;830;3140;178988
441;2020-T2;Formosa;5,81;22,84;30623;2679;158;597;34057
442;2020-T2;Jujuy;7,22;28,24;41079;3594;212;801;45686
443;2020-T2;La Pampa;19,71;59,83;63505;5556;328;1239;70628
444;2020-T2;La Rioja;7,51;28,2;26351;2305;136;514;29306
445;2020-T2;Mendoza;10,25;36,73;176583;15449;911;3445;196388
446;2020-T2;Misiones;7,01;25,73;77112;6747;398;1505;85762
447;2020-T2;Neuquén;11,47;38,52;67028;5864;346;1308;74546
448;2020-T2;Río Negro;11,8;38,37;75990;6648;392;1483;84513
449;2020-T2;Salta;7,38;30,49;91363;7993;471;1783;101610
450;2020-T2;San Juan;9,89;38,82;67290;5887;347;1313;74837
451;2020-T2;San Luis;6,96;24,34;30958;2709;160;604;34431
452;2020-T2;Santa Cruz;7,72;25,93;24492;2143;126;478;27239
453;2020-T2;Santa Fe;17,33;55,1;532634;46601;2747;10392;592374
454;2020-T2;Santiago del Estero;6,84;27,57;59647;5219;308;1164;66338
455;2020-T2;Tierra del Fuego;13,19;44,5;19398;1697;100;378;21573
456;2020-T2;Tucumán;10,8;43,6;163055;14266;841;3181;181343
457;2020-T3;Buenos Aires;18,4;55,56;2919939;236054;15784;61547;3233324
458;2020-T3;CABA;46,58;112,41;1294110;104618;6995;27277;1433000
459;2020-T3;Catamarca;8,08;31,75;30339;2453;164;640;33596
460;2020-T3;Chaco;6,84;25,6;74542;6026;403;1571;82542
461;2020-T3;Chubut;11,75;38,34;65879;5326;356;1389;72950
462;2020-T3;Córdoba;14,59;47,64;496134;40109;2682;10458;549383
463;2020-T3;Corrientes;7,69;29,22;77979;6304;422;1644;86349
464;2020-T3;Entre Ríos;13,06;43,69;163732;13236;885;3451;181304
465;2020-T3;Formosa;5,75;22,6;31485;2545;170;664;34864
466;2020-T3;Jujuy;6;23,46;41841;3382;226;882;46331
467;2020-T3;La Pampa;19,65;59,65;63699;5150;344;1343;70536
468;2020-T3;La Rioja;7,46;28,01;26553;2147;144;560;29404
469;2020-T3;Mendoza;9,85;35,3;177349;14337;959;3738;196383
470;2020-T3;Misiones;7,03;25,83;80269;6489;434;1692;88884
471;2020-T3;Neuquén;11,19;37,6;67261;5438;364;1418;74481
472;2020-T3;Río Negro;11,38;36,99;76977;6223;416;1623;85239
473;2020-T3;Salta;7,23;29,84;93160;7531;504;1964;103159
474;2020-T3;San Juan;9,56;37,54;67590;5464;365;1425;74844
475;2020-T3;San Luis;6,76;23,62;31098;2514;168;656;34436
476;2020-T3;Santa Cruz;7,43;24,97;24635;1992;133;519;27279
477;2020-T3;Santa Fe;17,63;56,08;563862;45584;3048;11885;624379
478;2020-T3;Santiago del Estero;6,77;27,28;59908;4843;324;1263;66338
479;2020-T3;Tierra del Fuego;12,39;41,79;19482;1575;105;411;21573
480;2020-T3;Tucumán;10,72;43,26;164330;13285;888;3464;181967
481;2020-T4;Buenos Aires;18,35;55,28;2906464;254292;14992;56709;3232457
482;2020-T4;CABA;46,28;111,79;1280284;112014;6604;24980;1423882
483;2020-T4;Catamarca;8,04;31,61;30145;2637;155;588;33525
484;2020-T4;Chaco;6,71;25,09;72933;6381;376;1423;81113
485;2020-T4;Chubut;11,72;38,22;65655;5744;339;1281;73019
486;2020-T4;Córdoba;14,17;46,28;481136;42096;2482;9388;535102
487;2020-T4;Corrientes;7,59;28,81;76714;6712;396;1497;85319
488;2020-T4;Entre Ríos;12,87;43,03;160937;14081;830;3140;178988
489;2020-T4;Formosa;5,61;22,04;30623;2679;158;597;34057
490;2020-T4;Jujuy;5,9;23,07;41079;3594;212;801;45686
491;2020-T4;La Pampa;19,64;59,6;63505;5556;328;1239;70628
492;2020-T4;La Rioja;7,41;27,82;26351;2305;136;514;29306
493;2020-T4;Mendoza;9,83;35,21;176583;15449;911;3445;196388
494;2020-T4;Misiones;6,77;24,85;77112;6747;398;1505;85762
495;2020-T4;Neuquén;11,17;37,52;67028;5864;346;1308;74546
496;2020-T4;Río Negro;11,25;36,56;75990;6648;392;1483;84513
497;2020-T4;Salta;7,1;29,3;91363;7993;471;1783;101610
498;2020-T4;San Juan;9,54;37,44;67290;5887;347;1313;74837
499;2020-T4;San Luis;6,74;23,55;30958;2709;160;604;34431
500;2020-T4;Santa Cruz;7,37;24,78;24492;2143;126;478;27239
501;2020-T4;Santa Fe;16,7;53,1;532634;46601;2747;10392;592374
502;2020-T4;Santiago del Estero;6,75;27,21;59647;5219;308;1164;66338
503;2020-T4;Tierra del Fuego;12,31;41,53;19398;1697;100;378;21573
504;2020-T4;Tucumán;10,65;42,99;163055;14266;841;3181;181343
505;2019-T1;Buenos Aires;20,58;63;3149299;280518;14901;118439;3563157
506;2019-T1;CABA;52,1;124,82;1413982;125948;6691;53177;1599798
507;2019-T1;Catamarca;8,81;34,64;31976;2848;151;1203;36178
508;2019-T1;Chaco;7,88;29,5;82819;7377;392;3115;93703
509;2019-T1;Chubut;14,67;47,84;78458;6988;371;2951;88768
510;2019-T1;Córdoba;17,69;57,78;580025;51665;2744;21814;656248
511;2019-T1;Corrientes;8,58;32,59;84010;7483;398;3159;95050
512;2019-T1;Entre Ríos;14,88;49,78;180079;16040;852;6772;203743
513;2019-T1;Formosa;6,32;24,81;33409;2976;158;1256;37799
514;2019-T1;Jujuy;6,82;26,68;45804;4080;217;1723;51824
515;2019-T1;La Pampa;18,59;56,42;58234;5187;276;2190;65887
516;2019-T1;La Rioja;8,49;31,89;29017;2585;137;1091;32830
517;2019-T1;Mendoza;12,28;43,99;213013;18974;1008;8011;241006
518;2019-T1;Misiones;8,18;30,04;89863;8004;425;3380;101672
519;2019-T1;Neuquén;12,8;42,99;73821;6575;349;2776;83521
520;2019-T1;Río Negro;13,66;44,41;88715;7902;420;3336;100373
521;2019-T1;Salta;8,78;36,23;108627;9676;514;4085;122902
522;2019-T1;San Juan;11,16;43,79;75928;6763;359;2855;85905
523;2019-T1;San Luis;8,58;29,99;37925;3378;179;1426;42908
524;2019-T1;Santa Cruz;9,66;32,47;30202;2690;143;1136;34171
525;2019-T1;Santa Fe;19,58;62,26;605596;53942;2865;22775;685178
526;2019-T1;Santiago del Estero;7,55;30,43;64420;5738;305;2423;72886
527;2019-T1;Tierra del Fuego;15,01;50,62;22257;1982;105;837;25181
528;2019-T1;Tucumán;12,39;50,03;182705;16274;865;6871;206715
529;2019-T2;Buenos Aires;16,33;49,88;2994702;266943;14902;71978;3348525
530;2019-T2;CABA;37,11;89,03;1322606;117895;6581;31789;1478871
531;2019-T2;Catamarca;8,52;33,51;27826;2480;138;669;31113
532;2019-T2;Chaco;7,69;28,78;77742;6930;387;1869;86928
533;2019-T2;Chubut;14,17;46,22;73142;6520;364;1758;81784
534;2019-T2;Córdoba;17,33;56,6;540558;48184;2690;12992;604424
535;2019-T2;Corrientes;8,42;31,96;80463;7172;400;1934;89969
536;2019-T2;Entre Ríos;14,59;48,8;171277;15267;852;4117;191513
537;2019-T2;Formosa;6,13;24,09;31587;2816;157;759;35319
538;2019-T2;Jujuy;6,73;26,31;44234;3943;220;1063;49460
539;2019-T2;La Pampa;18,19;55,2;63795;5687;317;1533;71332
540;2019-T2;La Rioja;8,14;30,56;25354;2260;126;609;28349
541;2019-T2;Mendoza;11,82;42,35;195556;17432;973;4700;218661
542;2019-T2;Misiones;7,97;29,27;83847;7474;417;2015;93753
543;2019-T2;Neuquén;12,48;41,94;70620;6295;351;1697;78963
544;2019-T2;Río Negro;13,14;42,71;81486;7263;405;1959;91113
545;2019-T2;Salta;8,52;35,18;99158;8839;493;2383;110873
546;2019-T2;San Juan;10,89;42,75;72016;6419;358;1731;80524
547;2019-T2;San Luis;6,68;23,33;33801;3013;168;812;37794
548;2019-T2;Santa Cruz;9,27;31,14;27196;2424;135;654;30409
549;2019-T2;Santa Fe;19,14;60,87;575111;51264;2862;13823;643060
550;2019-T2;Santiago del Estero;7,39;29,77;61178;5453;304;1470;68405
551;2019-T2;Tierra del Fuego;14,36;48,44;21717;1936;108;522;24283
552;2019-T2;Tucumán;12,05;48,63;167590;14939;834;4028;187391
553;2019-T3;Buenos Aires;19,63;59,81;3058655;268169;14853;73255;3414932
554;2019-T3;CABA;48,73;117,04;1341174;117588;6513;32121;1497396
555;2019-T3;Catamarca;7,92;31,15;29267;2566;142;701;32676
556;2019-T3;Chaco;7,39;27,65;79060;6932;384;1893;88269
557;2019-T3;Chubut;13,75;44,84;75153;6589;365;1800;83907
558;2019-T3;Córdoba;16,42;53,64;548479;48088;2663;13136;612366
559;2019-T3;Corrientes;8,19;31,11;81648;7159;396;1955;91158
560;2019-T3;Entre Ríos;14,12;47,24;173987;15254;845;4167;194253
561;2019-T3;Formosa;5,98;23,51;32214;2824;156;772;35966
562;2019-T3;Jujuy;6,56;25,66;44885;3935;218;1075;50113
563;2019-T3;La Pampa;17,92;54,38;57121;5008;277;1368;63774
564;2019-T3;La Rioja;7,59;28,52;26464;2320;129;634;29547
565;2019-T3;Mendoza;11,44;40,98;202124;17721;982;4841;225668
566;2019-T3;Misiones;7,67;28,16;85864;7528;417;2056;95865
567;2019-T3;Neuquén;12,23;41,09;71967;6310;349;1724;80350
568;2019-T3;Río Negro;12,74;41,41;84378;7398;410;2021;94207
569;2019-T3;Salta;8,07;33,31;101844;8929;495;2439;113707
570;2019-T3;San Juan;10,65;41,81;73858;6476;359;1769;82462
571;2019-T3;San Luis;7,81;27,28;35177;3084;171;842;39274
572;2019-T3;Santa Cruz;8,94;30,05;28682;2515;139;687;32023
573;2019-T3;Santa Fe;18,44;58,65;580363;50884;2818;13900;647965
574;2019-T3;Santiago del Estero;7,15;28,82;62133;5448;302;1488;69371
575;2019-T3;Tierra del Fuego;14,8;49,92;22521;1974;109;539;25143
576;2019-T3;Tucumán;11,46;46,26;172235;15101;836;4125;192297
577;2019-T4;Buenos Aires;19,21;58,41;2994702;266943;14902;71978;3348525
578;2019-T4;CABA;48,12;115,69;1322606;117895;6581;31789;1478871
579;2019-T4;Catamarca;7,53;29,59;27826;2480;138;669;31113
580;2019-T4;Chaco;7,26;27,16;77742;6930;387;1869;86928
581;2019-T4;Chubut;13,34;43,53;73142;6520;364;1758;81784
582;2019-T4;Córdoba;15,96;52,13;540558;48184;2690;12992;604424
583;2019-T4;Corrientes;8,07;30,64;80463;7172;400;1934;89969
584;2019-T4;Entre Ríos;13,89;46,46;171277;15267;852;4117;191513
585;2019-T4;Formosa;5,86;23,04;31587;2816;157;759;35319
586;2019-T4;Jujuy;6,46;25,25;44234;3943;220;1063;49460
587;2019-T4;La Pampa;20;60,7;63795;5687;317;1533;71332
588;2019-T4;La Rioja;7,26;27,27;25354;2260;126;609;28349
589;2019-T4;Mendoza;11,05;39,6;195556;17432;973;4700;218661
590;2019-T4;Misiones;7,48;27,47;83847;7474;417;2015;93753
591;2019-T4;Neuquén;11,98;40,25;70620;6295;351;1697;78963
592;2019-T4;Río Negro;12,28;39,92;81486;7263;405;1959;91113
593;2019-T4;Salta;7,84;32,38;99158;8839;493;2383;110873
594;2019-T4;San Juan;10,37;40,72;72016;6419;358;1731;80524
595;2019-T4;San Luis;7,49;26,17;33801;3013;168;812;37794
596;2019-T4;Santa Cruz;8,44;28,36;27196;2424;135;654;30409
597;2019-T4;Santa Fe;18,25;58,05;575111;51264;2862;13823;643060
598;2019-T4;Santiago del Estero;7,03;28,34;61178;5453;304;1470;68405
599;2019-T4;Tierra del Fuego;14,2;47,91;21717;1936;108;522;24283
600;2019-T4;Tucumán;11,13;44,95;167590;14939;834;4028;187391
601;2018-T1;Buenos Aires;25,89;79,97;3897738;326697;17191;196135;4437761
602;2018-T1;CABA;56,48;134,65;1521319;127512;6710;76553;1732094
603;2018-T1;Catamarca;9,43;37,07;33705;2825;149;1696;38375
604;2018-T1;Chaco;8,42;31,5;86985;7291;384;4377;99037
605;2018-T1;Chubut;19,16;62,5;100108;8391;442;5037;113978
606;2018-T1;Córdoba;18,85;61,55;607654;50932;2680;30577;691843
607;2018-T1;Corrientes;9,07;34,44;87448;7330;386;4400;99564
608;2018-T1;Entre Ríos;15,9;53,19;189431;15877;835;9532;215675
609;2018-T1;Formosa;6,76;26,56;35230;2953;155;1773;40111
610;2018-T1;Jujuy;7,23;28,27;47696;3998;210;2400;54304
611;2018-T1;La Pampa;21,42;65,02;66109;5541;292;3327;75269
612;2018-T1;La Rioja;9,43;35,43;31602;2649;139;1590;35980
613;2018-T1;Mendoza;18,56;66,49;316562;26533;1396;15929;360420
614;2018-T1;Misiones;8,42;30,9;90815;7612;401;4570;103398
615;2018-T1;Neuquén;15,1;50,72;85386;7157;377;4297;97217
616;2018-T1;Río Negro;19,28;62,69;122826;10295;542;6181;139844
617;2018-T1;Salta;9,7;40,03;117720;9867;519;5924;134030
618;2018-T1;San Juan;15,12;59,37;101175;8480;446;5091;115192
619;2018-T1;San Luis;8,98;31,38;38933;3263;172;1959;44327
620;2018-T1;Santa Cruz;12,83;43,11;38827;3254;171;1954;44206
621;2018-T1;Santa Fe;19,84;63,11;605181;50724;2669;30453;689027
622;2018-T1;Santiago del Estero;5,98;24,11;50188;4207;221;2525;57141
623;2018-T1;Tierra del Fuego;20,41;68,83;29311;2457;129;1475;33372
624;2018-T1;Tucumán;13,03;52,62;188622;15810;832;9491;214755
625;2018-T2;Buenos Aires;26,06;80,31;3986269;328629;17754;145255;4477907
626;2018-T2;CABA;56,81;135,61;1551477;127904;6910;56534;1742825
627;2018-T2;Catamarca;9,36;36,78;33970;2800;151;1238;38159
628;2018-T2;Chaco;8,31;31,08;87214;7190;388;3178;97970
629;2018-T2;Chubut;19,58;63,88;104159;8587;464;3795;117005
630;2018-T2;Córdoba;18,58;60,68;608719;50183;2711;22181;683794
631;2018-T2;Corrientes;9;34,17;88131;7266;393;3211;99001
632;2018-T2;Entre Ríos;15,72;52,57;190211;15681;847;6931;213670
633;2018-T2;Formosa;6,68;26,25;35377;2917;158;1289;39741
634;2018-T2;Jujuy;7,12;27,85;47752;3937;213;1740;53642
635;2018-T2;La Pampa;21,5;65,25;67392;5556;300;2456;75704
636;2018-T2;La Rioja;9,19;34,51;31309;2581;139;1141;35170
637;2018-T2;Mendoza;18,51;66,32;320879;26453;1429;11692;360453
638;2018-T2;Misiones;8,77;32,21;96226;7933;429;3506;108094
639;2018-T2;Neuquén;15,04;50,51;86482;7130;385;3151;97148
640;2018-T2;Río Negro;19,21;62,45;124413;10257;554;4533;139757
641;2018-T2;Salta;9,51;39,27;117452;9683;523;4280;131938
642;2018-T2;San Juan;15,08;59,21;102544;8454;457;3737;115192
643;2018-T2;San Luis;8,95;31,28;39459;3253;176;1438;44326
644;2018-T2;Santa Cruz;12,76;42,88;39399;3248;175;1436;44258
645;2018-T2;Santa Fe;19,7;62,64;610100;50297;2717;22231;685345
646;2018-T2;Santiago del Estero;5,77;23,23;49146;4052;219;1791;55208
647;2018-T2;Tierra del Fuego;20,28;68,38;29708;2449;132;1083;33372
648;2018-T2;Tucumán;12,97;52,34;190770;15727;850;6951;214298
649;2018-T3;Buenos Aires;26,08;80,19;4011556;328786;17993;134357;4492692
650;2018-T3;CABA;57,86;138,28;1585386;129938;7111;53099;1775534
651;2018-T3;Catamarca;9,27;36,43;33820;2772;152;1133;37877
652;2018-T3;Chaco;7,75;28,99;81816;6706;367;2740;91629
653;2018-T3;Chubut;19,49;63,59;104453;8561;469;3498;116981
654;2018-T3;Córdoba;18,28;59,71;602402;49373;2702;20176;674653
655;2018-T3;Corrientes;8,6;32,65;84656;6938;380;2835;94809
656;2018-T3;Entre Ríos;14,69;49,14;178759;14651;802;5987;200199
657;2018-T3;Formosa;6,61;25,98;35185;2884;158;1178;39405
658;2018-T3;Jujuy;7,02;27,47;47376;3883;212;1587;53058
659;2018-T3;La Pampa;21,45;65,11;67601;5540;303;2264;75708
660;2018-T3;La Rioja;9;33,79;30853;2529;138;1033;34553
661;2018-T3;Mendoza;18,46;66,15;321856;26379;1444;10780;360459
662;2018-T3;Misiones;8,41;30,87;92768;7603;416;3107;103894
663;2018-T3;Neuquén;14,98;50,34;86731;7109;389;2905;97134
664;2018-T3;Río Negro;19,14;62,22;124750;10225;560;4178;139713
665;2018-T3;Salta;9,31;38,45;115710;9483;519;3875;129587
666;2018-T3;San Juan;15,04;59,04;102856;8430;461;3445;115192
667;2018-T3;San Luis;8,92;31,17;39561;3242;177;1325;44305
668;2018-T3;Santa Cruz;12,66;42,55;39464;3235;177;1322;44198
669;2018-T3;Santa Fe;19,29;61,36;600589;49224;2694;20115;672622
670;2018-T3;Santiago del Estero;5,59;22,53;47920;3927;215;1605;53667
671;2018-T3;Tierra del Fuego;20,15;67,95;29798;2442;134;998;33372
672;2018-T3;Tucumán;12,89;52,05;190856;15643;856;6392;213747
673;2018-T4;Buenos Aires;26,4;80,98;4074597;332712;18514;132722;4558545
674;2018-T4;CABA;57,12;136,67;1567223;127972;7121;51049;1753365
675;2018-T4;Catamarca;9,02;35,48;33046;2698;150;1076;36970
676;2018-T4;Chaco;8,08;30,22;85588;6989;389;2788;95754
677;2018-T4;Chubut;19,5;63,61;105044;8577;477;3422;117520
678;2018-T4;Córdoba;18,14;59,23;599782;48975;2725;19537;671019
679;2018-T4;Corrientes;8,77;33,3;86631;7074;394;2822;96921
680;2018-T4;Entre Ríos;15,19;50,79;185388;15138;842;6039;207407
681;2018-T4;Formosa;6,48;25,46;34596;2825;157;1127;38705
682;2018-T4;Jujuy;6,92;27,07;46865;3827;213;1527;52432
683;2018-T4;La Pampa;21,62;65,62;68342;5581;311;2226;76460
684;2018-T4;La Rioja;8,79;33,01;30268;2472;138;986;33864
685;2018-T4;Mendoza;18,42;66,01;322404;26326;1465;10502;360697
686;2018-T4;Misiones;8,41;30,89;93179;7609;423;3035;104246
687;2018-T4;Neuquén;16,78;56,38;97577;7968;443;3178;109166
688;2018-T4;Río Negro;19,07;62,01;124863;10196;567;4067;139693
689;2018-T4;Salta;9,05;37,35;112888;9218;513;3677;126296
690;2018-T4;San Juan;15,01;58,92;103021;8412;468;3356;115257
691;2018-T4;San Luis;10,4;36,34;46328;3783;210;1509;51830
692;2018-T4;Santa Cruz;12,6;42,35;39576;3232;180;1289;44277
693;2018-T4;Santa Fe;19,97;63,51;623546;50916;2833;20311;697606
694;2018-T4;Santiago del Estero;7,71;31,05;66295;5413;301;2159;74168
695;2018-T4;Tierra del Fuego;20,02;67,52;29828;2436;136;972;33372
696;2018-T4;Tucumán;12,65;51,07;188016;15352;854;6124;210346
697;2017-T1;Buenos Aires;29,04;91,2;4259081;343205;18007;252249;4872542
698;2017-T1;CABA;52,62;123,37;1406249;113318;5946;83287;1608800
699;2017-T1;Catamarca;9,68;38,05;33797;2723;143;2002;38665
700;2017-T1;Chaco;8,86;33,16;89226;7190;377;5284;102077
701;2017-T1;Chubut;21,36;69,67;107157;8635;453;6347;122592
702;2017-T1;Córdoba;19,56;63,87;614267;49499;2597;36381;702744
703;2017-T1;Corrientes;9,47;35,97;89201;7188;377;5283;102049
704;2017-T1;Entre Ríos;16,77;56,1;195034;15716;825;11551;223126
705;2017-T1;Formosa;7,06;27,73;35959;2898;152;2130;41139
706;2017-T1;Jujuy;7,69;30,07;49314;3974;209;2921;56418
707;2017-T1;La Pampa;24,15;73,3;72868;5872;308;4316;83364
708;2017-T1;La Rioja;10,18;38,23;33015;2660;140;1955;37770
709;2017-T1;Mendoza;20,06;71,88;333135;26845;1408;19730;381118
710;2017-T1;Misiones;9,6;35,26;100687;8113;426;5963;115189
711;2017-T1;Neuquén;16,27;54,66;89023;7174;376;5273;101846
712;2017-T1;Río Negro;20,64;67,09;127267;10255;538;7538;145598
713;2017-T1;Salta;10,35;42,75;121802;9815;515;7214;139346
714;2017-T1;San Juan;15,32;60,16;99745;8038;422;5908;114113
715;2017-T1;San Luis;11,19;39,11;47024;3789;199;2785;53797
716;2017-T1;Santa Cruz;14,47;48,61;41286;3327;175;2445;47233
717;2017-T1;Santa Fe;21,72;69,06;648454;52254;2742;38406;741856
718;2017-T1;Santiago del Estero;6,9;27,79;56363;4542;238;3338;64481
719;2017-T1;Tierra del Fuego;25,11;84,69;34047;2744;144;2017;38952
720;2017-T1;Tucumán;13,17;53,16;184925;14902;782;10952;211561
721;2017-T2;Buenos Aires;29,22;91,58;4280149;359598;18042;258319;4916108
722;2017-T2;CABA;51,66;121,27;1375781;115587;5799;83032;1580199
723;2017-T2;Catamarca;9,63;37,85;33564;2820;141;2026;38551
724;2017-T2;Chaco;8,92;33,37;89678;7534;378;5412;103002
725;2017-T2;Chubut;20;65,24;100403;8435;423;6060;115321
726;2017-T2;Córdoba;19,52;63,75;612339;51446;2581;36956;703322
